categoria,url,fecha,info,paginas
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/027240-1.pdf,2026-06-13,,94
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/021240-1.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/002240-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/058230-3.pdf,2026-06-13,,13
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/047250-1.pdf,2026-06-13,,53
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/030240-4.pdf,2026-06-13,,2
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/022260-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/065230-1.pdf,2026-06-13,,148
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/040240-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/055250-1.pdf,2026-06-13,,14
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/033230-3.pdf,2026-06-13,,14
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/015240-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/055230-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/063230-1.pdf,2026-06-13,,2
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/068230-3.pdf,2026-06-13,,13
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/037240-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/074230-1.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/010240-1.pdf,2026-06-13,,90
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/050250-1.pdf,2026-06-13,,187
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/022250-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/021240-3.pdf,2026-06-13,,13
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/066230-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/021260-2.pdf,2026-06-13,,15
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/067230-2.pdf,2026-06-13,,1
boletines,https://quilmes.gov.ar/contrataciones/licpublicas/008260-1.pdf,2026-06-13,,603
